id,parent_id,level,type,title,summary,source_tags
L4_40,L3_13,4,Leaf,Q1 绩效校准会议纪要,"全公司 S 级 35%（目标 15%）严重超标，C 级仅 2%（目标 10%）。问题部门：市场部全员 A+，总监理由""大家都辛苦""（需强制出 2 个 C）。特殊案例：技术强但骂人的研发李某降 B；孕期员工受法律保护不得打 C。",Persona_Simulations/12_HR_Sarah/03_Meeting_Notes_Performance_Calibration.md
L4_41,L3_13,4,Leaf,PIP 绩效改进计划模板,30 天改进期，对象：迟交 2 周+Figma 文件混乱+迟到的产品设计师。目标：按时交付、清理设计系统、全勤。4/30 前不达标则终止合同。,Persona_Simulations/12_HR_Sarah/05_Doc_PIP_Plan_Template.md
L3_14,L2_06,3,Container,招聘与预算,Q2 HR 预算草案（CFO 要求削减 10%）和 AI 工程师招聘需求，对应 Q1 OKR 中未完成的高级工程师招聘目标。,Persona_Simulations/12_HR_Sarah/06_Excel_Q2_Budget_Draft.md; Persona_Simulations/12_HR_Sarah/08_Job_Description_AI_Engineer.md
L4_42,L3_14,4,Leaf,高级 AI 算法工程师 JD,要求：5 年+ NLP/推荐经验，PyTorch/CUDA，有大模型商业落地经验（非 Demo）。薪资：¥6-9 万/月，北京 Hybrid。用人经理备注：不要培训班出身，字节跳动候选人核实真实水平。,Persona_Simulations/12_HR_Sarah/08_Job_Description_AI_Engineer.md
L4_43,L3_14,4,Leaf,HR Q2 预算草案,招聘：¥70 万（LinkedIn ¥15 万 + 猎头 ¥50 万 + 校招 ¥5 万）。文化：团队建设 ¥10 万，生日礼物 ¥2.5 万，下午茶已取消。培训：管理工作坊 ¥8 万 + Udemy ¥12 万。CFO 要求削减 10%，考虑团建从 ¥200→¥100/人。,Persona_Simulations/12_HR_Sarah/06_Excel_Q2_Budget_Draft.md
L4_44,L2_06,4,Leaf,性骚扰调查日志（机密）SH-2026-003,"Sales Director Bob 在 Q1 庆功 KTV 晚宴中对 Sales Support Alice 不当触碰。关键证据：凌晨 2 点发""You looked sexy tonight""微信消息。Bob 否认并称 Alice 业绩差是报复。结论：书面警告 + 强制培训，将 Alice 调换至不同团队。",Persona_Simulations/12_HR_Sarah/13_Doc_Investigation_Log_SH.md
L1_04,,1,Container,内容创作与创意产业,三个创意从业者的工作档案：科技 KOL Marques（18.5M 订阅者）、剧集导演张（被金主强制加戏）、室内设计师 Chloe（计划从 ¥300→¥500/㎡ 涨价）。共同主题：创作完整性与商业压力的角力，以及在内容形态变迁中的适应与倦怠。,Persona_Simulations/02_TechKOL_Marques/Analytics_Review_Mar2026.md; Persona_Simulations/02_TechKOL_Marques/Idea_Board_TikTok_Pivot.md; Persona_Simulations/02_TechKOL_Marques/Journal_Burnout_Reflection.md; Persona_Simulations/02_TechKOL_Marques/Script_AI_Phone_Review.md; Persona_Simulations/02_TechKOL_Marques/Script_Apology_Video_AI_Pin.md; Persona_Simulations/09_Director_Zhang/Edit_Notes_EP05.md; Persona_Simulations/09_Director_Zhang/Script_Revision_Add_Scene_For_Actress.md; Persona_Simulations/15_Designer_Chloe/01_Moodboard_Cafe_Project.md; Persona_Simulations/15_Designer_Chloe/04_Schedule_Shanghai_Art_Week.md; Persona_Simulations/15_Designer_Chloe/07_List_IKEA_Shopping.md; Persona_Simulations/15_Designer_Chloe/11_Contract_Retainer_Draft.md; Persona_Simulations/15_Designer_Chloe/12_Note_Reading_List.md; Persona_Simulations/15_Designer_Chloe/14_Excel_Financial_Review_Q1.md
L2_07,L1_04,2,Container,科技 KOL · Marques,拥有 18.5M 订阅者的科技创作者。核心困境：长视频流量 YoY -30%，15 人团队薪资压力，AI Pin 欺诈危机，创作热情耗尽。正在向短视频（TikTok）战略性转型。,Persona_Simulations/02_TechKOL_Marques/Analytics_Review_Mar2026.md; Persona_Simulations/02_TechKOL_Marques/Idea_Board_TikTok_Pivot.md; Persona_Simulations/02_TechKOL_Marques/Journal_Burnout_Reflection.md; Persona_Simulations/02_TechKOL_Marques/Script_AI_Phone_Review.md; Persona_Simulations/02_TechKOL_Marques/Script_Apology_Video_AI_Pin.md
L4_45,L2_07,4,Leaf,视频脚本：80% 的 AI 手机在撒谎,基准测试结论：只有 Pixel 用 Gemini Nano 做本地处理，iPhone Siri 要求在线，Samsung 仅打开 Gallery 不发邮件。结论：2027 年之前不要为 AI 买手机。赞助商：dBrand。,Persona_Simulations/02_TechKOL_Marques/Script_AI_Phone_Review.md
L4_46,L2_07,4,Leaf,道歉视频脚本：AI Pin 欺诈事件,被制造商欺骗：测评的预产品运行定制固件连接背包服务器，量产品严重过热。行动：下架评测视频，退还 $5 万赞助费捐给 EFF，提起诉讼。,Persona_Simulations/02_TechKOL_Marques/Script_Apology_Video_AI_Pin.md
L4_47,L2_07,4,Leaf,3 月 YouTube 数据分析报告,818 万播放量（月增 12%），MacBook Pro M5 评测 320 万播放爆款。问题：VR 内容第 6 分钟掉留存（谈话镜头太多，缺 B-roll）。建议：招聘专职 B-roll 摄影师，4 月尝试 YouTube Shorts。,Persona_Simulations/02_TechKOL_Marques/Analytics_Review_Mar2026.md
L4_48,L2_07,4,Leaf,TikTok 短视频转型策略,原因：长视频 YoY -30%，Z 世代不再看 20 分钟评测。三种内容形式：15 秒 Tech Roast、30 秒 Does it Suck、60 秒 ASMR 开箱。阻碍：$5 万 RED 摄影机在垂直拍摄中无用武之地，需招懂 Skibidi 梗的 Z 世代剪辑师。,Persona_Simulations/02_TechKOL_Marques/Idea_Board_TikTok_Pivot.md
L4_49,L2_07,4,Leaf,职业倦怠日记（2026-03-15）,"""评论说我'落伍了'，他们不知道我 4 年没休假，有 15 个员工要养，工作室租金涨了 20%。每看到新手机就感到疲惫——都是同一块黑色矩形。""明天还要对着镜头保持高能量：Fake it til you make it。",Persona_Simulations/02_TechKOL_Marques/Journal_Burnout_Reflection.md
L2_08,L1_04,2,Container,剧集导演 · 张导,正在后期制作的都市剧《重生之豪门弃少》。两份文件共同揭示创作困境：金主以撤资威胁强制加戏（逻辑崩塌），导演一边吐槽一边妥协。,Persona_Simulations/09_Director_Zhang/Edit_Notes_EP05.md; Persona_Simulations/09_Director_Zhang/Script_Revision_Add_Scene_For_Actress.md
L4_50,L2_08,4,Leaf,EP05 后期剪辑修改意见,4 处修改：00:23 加黑屏闪回配心跳声，01:45 钢琴换大提琴（复仇戏氛围），03:10 女二扇巴掌延长至 0.8 秒慢动作，05:55 字幕错误更正。调色：冷色调高级灰，禁止网红风大红大绿。下周二交精剪。,Persona_Simulations/09_Director_Zhang/Edit_Notes_EP05.md
L4_51,L2_08,4,Leaf,剧本修改要求（资方强制）,"煤老板金主要求：女三（丫鬟角色）增加身世之谜 + 与男主暗昧情感线 + 每集至少 5 个柔光特写。导演手写吐槽：""逻辑全崩！但不改就撤资。改吧，烂剧就烂剧，赚钱嘛不寒碜。""",Persona_Simulations/09_Director_Zhang/Script_Revision_Add_Scene_For_Actress.md
L2_09,L1_04,2,Container,室内设计师 · Chloe,独立设计师业务现状：Q1 利润 ¥8.3 万，核心项目是上海巨鹿路精品咖啡馆（Wabi-sabi 风格），正在谈科技公司顾问留存合同（被动收入 ¥1 万/月）。计划从 ¥300→¥500/㎡ 涨价。,Persona_Simulations/15_Designer_Chloe/01_Moodboard_Cafe_Project.md; Persona_Simulations/15_Designer_Chloe/04_Schedule_Shanghai_Art_Week.md; Persona_Simulations/15_Designer_Chloe/07_List_IKEA_Shopping.md; Persona_Simulations/15_Designer_Chloe/11_Contract_Retainer_Draft.md; Persona_Simulations/15_Designer_Chloe/12_Note_Reading_List.md; Persona_Simulations/15_Designer_Chloe/14_Excel_Financial_Review_Q1.md
L4_52,L2_09,4,Leaf,咖啡馆设计情绪板（Sunday Morning）,"上海巨鹿路精品咖啡馆。风格：Wabi-sabi 极简暖色。材料：微水泥地面（象牙灰）+ 胡桃木桌椅 + 亚麻窗帘。参考：Blue Bottle Kyoto，Arabica %。客户要粉色霓虹灯？坚决拒绝，""品味不能丢""。",Persona_Simulations/15_Designer_Chloe/01_Moodboard_Cafe_Project.md
L4_53,L2_09,4,Leaf,顾问留存合同草案,科技公司办公室顾问：¥1 万/月，每月最多 10 小时，超时 ¥1500/小时，6 个月合同。备注：被动收入！必须拿下这个合同。,Persona_Simulations/15_Designer_Chloe/11_Contract_Retainer_Draft.md
L4_54,L2_09,4,Leaf,Q1 财务报告,收入 ¥12 万（低于去年），工作室租金 ¥3 万，软件订阅 ¥0.5 万，咖啡 ¥0.2 万（太多了！）。净利润 ¥8.3 万。策略：从 ¥300/㎡ 涨至 ¥500/㎡，从初级设计师定价升至高端定价。,Persona_Simulations/15_Designer_Chloe/14_Excel_Financial_Review_Q1.md
L4_55,L2_09,4,Leaf,上海艺术周看展计划,"11 月 10-12 日：西岸博览会（Gagosian/White Cube 重点），Prada 荣宅""Paraventi""展，上海当代艺术馆双年展。餐饮：RAC Bar 午餐 + 甬府晚餐（犒劳自己）。穿搭：全黑 + Margiela Tabi 靴。",Persona_Simulations/15_Designer_Chloe/04_Schedule_Shanghai_Art_Week.md
L4_56,L2_09,4,Leaf,建筑设计书单,《皮肤的眼睛》（帕拉斯玛）、《走向新建筑》（勒·柯布西耶）、《阴翳礼赞》（谷崎润一郎）。目标：每晚睡前读一章，不刷手机。,Persona_Simulations/15_Designer_Chloe/12_Note_Reading_List.md
L4_57,L2_09,4,Leaf,IKEA 家庭办公室升级购物清单,SKADIS 洞洞板（白，×2）、MARKUS 椅子（灰，需到店试坐）、ALEX 抽屉柜（白）、Fejka 仿真植物（×3，真植物都被养死）。预算 ¥2000。,Persona_Simulations/15_Designer_Chloe/07_List_IKEA_Shopping.md
L1_05,,1,Container,专业领域实践,五个不同行业专业人士的工作记录：心脏科医生（临床病例）、高中物理老师（教研）、建筑师（项目变更与质量事故）、政府招商官员（投资引进）、CS 学术研究者（科研组会与论文审稿）。,Persona_Simulations/03_Doctor_Sarah/Discharge_Summary_Baker.md; Persona_Simulations/03_Doctor_Sarah/Medical_Case_Review_Rare_Condition.md; Persona_Simulations/07_Architect_Wang/Change_Request_No082.md; Persona_Simulations/07_Architect_Wang/Site_Report_Leakage_Disaster.md; Persona_Simulations/08_Teacher_Li/Teaching_Plan_Physics.md; Persona_Simulations/10_Official_Chen/Mayor_Reception_Plan.md; Persona_Simulations/10_Official_Chen/Official_Document_Draft_Investment_Plan.md; Persona_Simulations/10_Official_Chen/Speech_Draft_Leadership_Election.md; Persona_Simulations/14_Professor_Chen/07_Meeting_Minutes_Group_Meeting.md; Persona_Simulations/14_Professor_Chen/09_Paper_Review_Comments.md; Persona_Simulations/14_Professor_Chen/11_CV_Prof_Chen.md; Persona_Simulations/14_Professor_Chen/13_Travel_Itinerary_ICML.md
L2_10,L1_05,2,Container,心脏科医生 · Dr. Sarah,两份临床病例：标准冠脉支架手术出院记录，以及罕见运动员 T 波倒置疑难病例讨论。,Persona_Simulations/03_Doctor_Sarah/Discharge_Summary_Baker.md; Persona_Simulations/03_Doctor_Sarah/Medical_Case_Review_Rare_Condition.md
L4_58,L2_10,4,Leaf,出院记录 · James Baker（不稳定型心绞痛）,45 岁男性，RCA 80% 狭窄，植入药物洗脱支架（DES）。出院用药：氯吡格雷 75mg（12 个月，不得停药）+ 阿司匹林 81mg + 他汀 + 利辛普利。生活方式：戒烟、低钠饮食（<2g/天）、每天步行 30 分钟。,Persona_Simulations/03_Doctor_Sarah/Discharge_Summary_Baker.md
L4_59,L2_10,4,Leaf,疑难病例讨论 · 运动员 T 波倒置,28 岁马拉松女运动员，睡眠中心悸，V1-V3 深度 T 波倒置，RV 轻度扩张，舅舅 35 岁跑步中猝死（家族史红旗）。高度怀疑 ARVC。立即：心脏 MRI + Desmoplakin 基因检测 + 住院遥测（禁止出院）。,Persona_Simulations/03_Doctor_Sarah/Medical_Case_Review_Rare_Condition.md
L4_60,L1_05,4,Leaf,高中物理教研组会议记录,高二月考均分 78.5（年级前三）。失分重灾区：实验误差分析（不会图象法求电动势），洛伦兹力 + 重力 + 电场力的复合场大题。措施：前 50 名开竞赛强化班，后 20 名补基础。下阶段：命制期中考试选择题。,Persona_Simulations/08_Teacher_Li/Teaching_Plan_Physics.md
L2_12,L1_05,2,Container,建筑师 · 王工（滨江金融中心二期）,同一项目的两份文件构成因果链：覆土加厚变更设计单（No.082）→ 防水取消→ 地下室漏水重大事故。为省造价取消止水带的决策最终酿成 ¥500 万索赔和资质降级风险。,Persona_Simulations/07_Architect_Wang/Change_Request_No082.md; Persona_Simulations/07_Architect_Wang/Site_Report_Leakage_Disaster.md
L4_61,L2_12,4,Leaf,设计变更通知单 No.082,覆土厚度 1.2m→1.8m（甲方要求种大乔木）。结构影响：恒载增加 32.4kN/m²，配筋从 Φ20@150 加强至 Φ25@150，梁截面 400×800→500×900。增加造价 ¥200/m²，需重新送审。,Persona_Simulations/07_Architect_Wang/Change_Request_No082.md
L4_62,L2_12,4,Leaf,地下室漏水重大事故报告,地下二层车库积水 20cm，3 辆豪车（迈巴赫、宾利）被淹，业主拉横幅维权。根因：变形缝节点取消止水带（为省造价）+ 混凝土振捣不密实（蜂窝麻面）。后果：设计院（王工）面临 ¥500 万索赔 + 资质降级风险。,Persona_Simulations/07_Architect_Wang/Site_Report_Leakage_Disaster.md
L2_13,L1_05,2,Container,政府官员 · 陈科长,"地方招商引资工作的内外两面：对外是规范的政策文件和市长接待方案，私下是明知""陪跑""还是认真写竞聘演讲稿的无奈。",Persona_Simulations/10_Official_Chen/Mayor_Reception_Plan.md; Persona_Simulations/10_Official_Chen/Official_Document_Draft_Investment_Plan.md; Persona_Simulations/10_Official_Chen/Speech_Draft_Leadership_Election.md
L4_63,L2_13,4,Leaf,2026 年招商引资实施意见（送审稿）,"目标：外资 +10%，内资 +15%，引进亿元以上项目 50 个（其中 10 亿以上 5 个）。重点产业：新能源汽车、生物医药、新材料。创新招商：驻点招商、云招商、""拿地即开工""绿色通道。",Persona_Simulations/10_Official_Chen/Official_Document_Draft_Investment_Plan.md
L4_64,L2_13,4,Leaf,市长接待日对接方案,两组重点投资商：新能源汽车电池 PACK 线（投资意向 ¥20 亿）和知名药企二期扩建（需协调 30 亩土地拆迁）。流程：9:00 座谈→11:00 参观高新区展示中心。协调：发改委+经信委+自然资源局现场办公。,Persona_Simulations/10_Official_Chen/Mayor_Reception_Plan.md
L4_65,L2_13,4,Leaf,副局长竞聘演讲稿,"15 年一线招商经验，引进 3 个 50 亿级大项目，市级劳动模范。私下吐槽（手写备注）：""这稿太四平八稳了。但听说组织部内定的是隔壁县的王局，我就是个陪跑的。""",Persona_Simulations/10_Official_Chen/Speech_Draft_Leadership_Election.md
L2_14,L1_05,2,Container,CS 学术研究者 · 陈教授,清华 CS 副教授的工作档案：主持研究生组会、审稿 ICLR 论文（建议拒绝），即将在 ICML 维也纳做口头报告。个人生活：应对脂肪肝、西藏摄影旅行。,Persona_Simulations/14_Professor_Chen/07_Meeting_Minutes_Group_Meeting.md; Persona_Simulations/14_Professor_Chen/09_Paper_Review_Comments.md; Persona_Simulations/14_Professor_Chen/11_CV_Prof_Chen.md; Persona_Simulations/14_Professor_Chen/13_Travel_Itinerary_ICML.md
L4_66,L2_14,4,Leaf,个人学术简历（CV）,"清华大学博士（2018），浙江大学学士（2013）。代表作：""Efficient Transformers""（NeurIPS 2024，500+ 引用），""Adversarial Robustness in CV""（CVPR 2025）。服务：AAAI 2026 Area Chair，JMLR 审稿人。青年学者奖 2025。",Persona_Simulations/14_Professor_Chen/11_CV_Prof_Chen.md
L4_67,L2_14,4,Leaf,研究生组会纪要（2026-03-24）,张三（博一）复现 DeepMind 论文，Loss 不收敛（建议检查 LR Scheduler）。李四（研二）数据集乱码（推荐 ftfy 库）。王五（研一）还在看 PyTorch 教程（要求立刻动手写 MNIST 分类器）。全员作业：阅读 GPT-5 Technical Report。,Persona_Simulations/14_Professor_Chen/07_Meeting_Minutes_Group_Meeting.md
L4_68,L2_14,4,Leaf,ICLR 2027 论文审稿意见,"论文 ID 402，题目""SuperAttention""，建议：拒绝。原因：数学上等价于 2020 年""Linear Attention""（只是改了变量名）。实验仅在 CIFAR-10 上验证（2027 年应使用 ImageNet/LAION）。",Persona_Simulations/14_Professor_Chen/09_Paper_Review_Comments.md
L4_69,L2_14,4,Leaf,ICML 学术会议行程（维也纳，2026 年 7 月）,航班：北京→维也纳（国航 CA841）。酒店：维也纳希尔顿广场（¥1500/晚，超标 ¥300 需特批）。Day 2 14:00 Hall B 口头报告。提醒：带转换插头，给学生买莫扎特巧克力。,Persona_Simulations/14_Professor_Chen/13_Travel_Itinerary_ICML.md
L1_06,,1,Container,个人生活与成长,跨角色的私人生活片段：电商林总的税务危机、PM Kevin 的装修存钱与露营、陈教授的健身计划与偶遇前女友的日记。共同主题：在高压职业生涯之外维持真实生活，以及通过个人叙事传递人物温度。,Persona_Simulations/06_Ecommerce_Lin/Strategy_Memo_Q3.md; Persona_Simulations/06_Ecommerce_Lin/Tax_Audit_Notice.md; Persona_Simulations/13_PM_Kevin/06_Memo_Camping_Checklist.md; Persona_Simulations/13_PM_Kevin/07_Excel_Renovation_Budget.md; Persona_Simulations/13_PM_Kevin/12_Excel_Personal_Finance_Plan.md; Persona_Simulations/14_Professor_Chen/04_Photography_Trip_Plan_Tibet.md; Persona_Simulations/14_Professor_Chen/09_Fitness_Plan.md; Persona_Simulations/14_Professor_Chen/12_Diary_Personal_Reflection.md
L2_15,L1_06,2,Container,电商主播 · 林总,女装电商创业者，Q3 选品战略转型（从低价到品质）与税务稽查补缴 ¥120 万同期叠加，现金流极度紧张。,Persona_Simulations/06_Ecommerce_Lin/Strategy_Memo_Q3.md; Persona_Simulations/06_Ecommerce_Lin/Tax_Audit_Notice.md
L4_70,L2_15,4,Leaf,Q3 选品策略调整备忘录,问题：退货率高（防晒衣事件）+ 供应链品控差。转型：砍掉 ¥29.9 元以下引流款，主推 ¥199 美利奴羊毛衫（核心卖点：机洗不缩水）。供应商对赌：次品率 >1% 罚款货值 30%。现金流：必须双 11 前清仓夏款。,Persona_Simulations/06_Ecommerce_Lin/Strategy_Memo_Q3.md
L4_71,L2_15,4,Leaf,税务自查通知书,杭州税务局稽查：2024-2025 年主播坑位费和佣金收入涉嫌未足额代扣个税。疑点：大额劳务费转账无完税证明，通过关联空壳公司（XX 文化传媒）转移利润。限 3 日内提交自查报告，预计补缴税款 + 滞纳金 ¥120 万。,Persona_Simulations/06_Ecommerce_Lin/Tax_Audit_Notice.md
L2_16,L1_06,2,Container,PM Kevin · 个人生活,Kevin 在高压工作之外的真实生活：攒钱买车、婚房装修、五一露营计划。,Persona_Simulations/13_PM_Kevin/06_Memo_Camping_Checklist.md; Persona_Simulations/13_PM_Kevin/07_Excel_Renovation_Budget.md; Persona_Simulations/13_PM_Kevin/12_Excel_Personal_Finance_Plan.md
L4_72,L2_16,4,Leaf,2026 年家庭理财计划,目标：年底存够 ¥10 万（买车准备）。收入：月薪 ¥2.5 万 × 12 + 年终奖预计 3 个月。控制：吃饭 ¥3000/月（少吃外卖），娱乐 ¥1000/月（电影+游戏+露营）。老婆要买戴森 ¥3000：决定买，作为生日礼物，这钱不能省。,Persona_Simulations/13_PM_Kevin/12_Excel_Personal_Finance_Plan.md
L4_73,L2_16,4,Leaf,婚房装修预算表（89㎡，总预算 ¥30 万）,拆分：硬装半包 ¥8 万 + 全屋定制（索菲亚/欧派）¥5 万 + 中央空调（东芝）¥2.5 万 + 家具（源氏木语/宜家）¥4 万 + 家电（小米全家桶）¥5 万。厨房要装洗碗机，需提前改水电；阳台做生活+办公双功能区。,Persona_Simulations/13_PM_Kevin/07_Excel_Renovation_Budget.md
L4_74,L2_16,4,Leaf,五一露营清单（安吉小杭坑，4 人）,睡眠系统：挪客屋脊帐篷 + 充气床垫 ×2 + 睡袋（温标 10℃）。炊具：卡式炉 + 摩卡壶 + 韩式烤肉盘 + 五花肉 2 斤。娱乐：Marshall 音箱 + 飞盘 + 投影仪（《星际穿越》）。提醒：防蚊喷雾！！老婆最怕蚊子。,Persona_Simulations/13_PM_Kevin/06_Memo_Camping_Checklist.md
L2_17,L1_06,2,Container,陈教授 · 个人生活,"副教授陈的私人生活：对抗脂肪肝的健身计划、西藏摄影之旅规划，以及一篇偶遇前女友的日记（""公式比人可靠多了""）。",Persona_Simulations/14_Professor_Chen/04_Photography_Trip_Plan_Tibet.md; Persona_Simulations/14_Professor_Chen/09_Fitness_Plan.md; Persona_Simulations/14_Professor_Chen/12_Diary_Personal_Reflection.md
L4_75,L2_17,4,Leaf,健身计划（对抗脂肪肝，BMI 25.5）,体检轻度脂肪肝。计划：每周游泳 2 次（1000m）+ 每天骑车上班（5km）+ 戒糖。记录：W1 游 1 次；W2 游 0 次（改论文太忙）；W3 必须补上。激励：年底练出腹肌，奖励自己 24-70mm GM II 镜头。,Persona_Simulations/14_Professor_Chen/09_Fitness_Plan.md
L4_76,L2_17,4,Leaf,西藏摄影之旅计划（7 月 10-25 日）,路线：318 国道川藏线（成都→拉萨）。相机：Sony A7R5 + 16-35mm GM + 70-200mm GM。无人机：DJI Mavic 3 Pro。必拍：贡嘎山日落（鱼子西）、理塘人像、然乌湖倒影。健康准备：高反药 + 氧气瓶。,Persona_Simulations/14_Professor_Chen/04_Photography_Trip_Plan_Tibet.md
L4_77,L2_17,4,Leaf,日记：咖啡馆偶遇前女友,"在星巴克写 paper，抬头看见她，她牵着小孩。对视了一眼，互相笑了笑，没说话。""原来所谓的意难平，在时间面前什么都不是。"" 继续推导公式。晚上回去给猫开罐头。",Persona_Simulations/14_Professor_Chen/12_Diary_Personal_Reflection.md
